29    3
30    4
31    5
32    6
27    7
28    8
22    9
21    10
20    11
19    12
18    13
17    14
16    15
15    16
14    17
33    18
11    19
12    20
13    21
8    22
7    23
6    24
5    25
4    26
2    27
1    28
3    29
9    30
10    31
25    32
26    33
24    34
23    35
57    39
58    41
55    42
51    43
52    44
50    45
49    46
48    47
59    48
47    49
44    50
45    51
42    52
43    53
40    54
41    55
34    56
35    57
36    58
37    59
38    60
39    61
46    62
54    63
53    64
