31    2
32    1
56    39
57    40
58    41
30    3
29    4
55    42
28    5
54    43
27    6
36    35
62    57
33    36
34    37
35    38
59    58
60    59
61    60
26    7
25    8
37    9
18    10
19    11
50    45
20    12
24    16
23    15
22    14
52    47
21    13
51    46
16    17
15    18
48    48
14    19
47    49
13    20
46    50
12    21
17    22
49    51
10    23
11    24
9    25
8    26
7    27
44    53
6    28
43    54
5    29
39    30
64    55
38    31
63    56
3    32
2    33
4    34
