2    2
1    1
41    41
43    42
42    43
3    3
4    4
44    44
5    5
45    45
6    6
37    37
62    62
38    38
39    39
40    40
63    63
65    64
64    65
7    7
8    8
9    9
10    10
11    11
47    47
12    12
16    16
15    15
14    14
49    49
13    13
48    48
17    17
18    18
50    50
19    19
51    51
20    20
52    52
21    21
22    22
53    53
23    23
24    24
25    25
26    26
27    31
55    58
28    30
56    57
29    29
30    28
57    56
31    27
58    55
32    32
33    36
59    61
34    35
35    34
60    60
36    33
61    59
