2    2
1    1
43    41
41    42
42    43
3    3
4    4
44    44
5    5
45    45
6    6
37    37
59    62
38    38
39    39
40    40
60    63
61    64
62    65
7    7
8    8
9    9
10    10
11    11
47    47
12    12
16    16
15    15
14    14
49    49
13    13
48    48
17    17
18    18
50    50
19    19
51    51
20    20
52    52
21    21
22    22
53    53
23    23
24    24
25    25
26    26
31    27
58    55
30    28
57    56
29    29
28    30
56    57
27    31
55    58
32    32
33    33
34    34
35    35
36    36
