21    2
23    1
61    35
59    36
60    37
22    3
57    38
58    39
56    40
20    4
54    41
55    42
19    5
52    43
53    44
18    6
15    7
17    8
14    9
13    10
48    47
47    48
12    11
46    49
24    12
62    50
63    51
25    13
64    52
65    53
26    14
66    54
10    33
45    65
11    34
8    32
9    31
44    64
4    26
5    25
42    63
6    24
43    62
7    23
34    22
27    15
67    55
28    16
33    21
72    60
32    20
71    59
31    19
70    58
30    18
69    57
29    17
68    56
2    27
1    28
3    29
