2    21
1    23
35    61
36    59
37    60
3    22
38    57
39    58
40    56
4    20
41    54
42    55
5    19
43    52
44    53
6    18
7    15
8    17
9    14
10    13
47    48
48    47
11    12
49    46
12    24
50    62
51    63
13    25
52    64
53    65
14    26
54    66
33    10
65    45
34    11
32    8
31    9
64    44
26    4
25    5
63    42
24    6
62    43
23    7
22    34
15    27
55    67
16    28
21    33
60    72
20    32
59    71
19    31
58    70
18    30
57    69
17    29
56    68
27    2
28    1
29    3
