2    2
31    33
1    1
30    32
6    6
34    36
5    5
33    35
4    4
32    34
3    3
7    7
35    37
8    8
36    38
37    39
9    9
38    40
39    41
59    10
10    11
40    42
41    43
42    44
61    12
11    13
12    14
13    15
43    48
14    16
15    17
44    49
16    18
17    19
18    20
19    21
20    22
21    23
22    24
23    25
24    26
47    52
48    53
25    27
26    28
49    54
50    55
27    29
51    56
52    57
29    31
56    61
57    62
58    63
28    30
53    58
54    59
55    60
