30    2
29    3
31    4
32    5
34    6
27    7
28    8
22    9
21    10
20    11
19    12
18    13
17    14
16    15
15    16
14    17
35    18
11    19
12    20
13    21
8    22
7    23
6    24
5    25
4    26
2    27
1    28
3    29
9    30
10    31
25    32
26    33
24    34
23    35
58    39
59    41
57    42
53    43
54    44
52    45
51    46
50    47
60    48
49    49
46    50
47    51
44    52
45    53
42    54
43    55
36    56
37    57
38    58
39    59
40    60
41    61
48    62
56    63
55    64
