1    1
2    2
3    3
4    4
5    5
6    6
7    7
8    8
9    9
10    10
11    11
12    12
13    13
14    14
15    15
16    16
17    17
18    18
19    19
20    20
21    21
22    22
23    23
24    24
25    25
26    26
27    27
28    28
29    29
30    30
31    31
32    44
33    33
34    34
35    35
36    36
37    37
38    38
39    39
40    40
41    41
42    42
43    43
44    32
46    55
47    56
48    57
49    58
50    59
51    61
52    60
53    62
55    65
56    64
57    66
58    67
59    68
60    69
61    70
63    73
64    72
66    76
67    75
68    77
69    79
70    80
71    78
72    92
73    93
74    94
76    85
77    86
78    87
79    88
80    89
81    90
82    91
83    81
84    82
85    83
87    45
