2    31
1    32
39    56
40    58
41    57
3    30
4    29
42    55
5    28
43    54
6    27
35    36
59    62
36    33
37    34
38    35
60    59
61    61
62    60
7    26
8    25
9    37
10    18
11    19
45    50
12    20
16    24
15    23
14    22
47    52
13    21
46    51
17    16
18    15
48    48
19    14
49    47
20    13
50    46
21    12
22    17
51    49
23    10
24    11
25    9
26    8
27    7
53    44
28    6
54    43
29    5
30    39
55    64
31    38
56    63
32    3
33    4
34    2
