2    21
3    22
40    56
38    57
39    58
1    23
37    59
36    60
35    61
4    20
42    54
41    55
5    19
44    52
43    53
6    18
7    15
8    17
9    14
10    13
47    47
46    48
11    12
48    46
12    24
49    62
50    63
13    25
51    64
52    65
14    26
53    66
33    10
64    45
34    11
32    8
31    9
63    44
26    4
25    5
62    42
24    6
61    43
23    7
22    34
15    27
54    67
16    28
21    29
59    68
20    30
58    69
19    31
57    70
18    32
56    71
17    33
55    72
27    2
30    1
28    3
