4    4
39    42
40    43
5    5
42    44
43    45
41    46
3    3
2    2
37    40
38    41
1    1
34    37
35    38
36    39
6    6
44    47
45    48
7    7
46    49
47    50
8    8
48    51
49    52
9    9
10    10
11    11
12    12
13    13
14    14
51    54
15    15
52    55
16    16
53    56
17    17
33    36
62    70
18    18
54    57
55    58
19    19
20    20
21    21
22    22
57    59
56    60
23    23
24    24
25    25
26    26
32    27
61    61
31    28
60    62
29    29
28    32
27    35
58    69
30    30
